UNIQUEID,YEAR,PERIOD,AUT1,AFFIL_AUT1,DPT_AUT1,AUT2,AFFIL_AUT2,DPT_AUT2,AUT3,AFFIL_AUT3,DPT_AUT3,AUT4,AFFIL_AUT4,DPT_AUT4,AUT5,AFFIL_AUT5,DPT_AUT5
389,2006,2004-2008,"roller, lh",WZB,Think tank,"   steen, f",Norwegian School of Economics and Business Administration ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,2008,2004-2008,"schochet, peter z.","Mathematica Policy Research, Inc. ",Think tank,"   burghardt, john","Mathematica Policy Research, Inc. ",Think tank,"   mcconnell, sheena","Mathematica Policy Research, Inc. ",Think tank,NA,NA,NA,NA,NA,NA
709,1976,1976-1980,"toikka, rs",The Urban Institute,Think tank,"   holt, cc",The Urban Institute,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,1976,1976-1980,"toikka, rs",The Urban Institute,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,1979,1976-1980,"yokell, md",Solar Energy Research Institute,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,1976,1976-1980,"aaron, h",U Maryland,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1031,1979,1976-1980,"adams, fg",Upenn,Unknown,"   behrman, jr",Upenn,Unknown,"   roldan, ra",Upenn,Unknown,NA,NA,NA,NA,NA,NA
735,1977,1976-1980,"adams, w",Michigan State U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1229,1980,1976-1980,"akerlof, ga",UC Berkeley,Unknown,"   main, bgm",UC Berkeley,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,1976,1976-1980,"akerlof, ga",UC Berkeley,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,1978,1976-1980,"akerlof, ga",UC Berkeley,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,1977,1976-1980,"anderson, rc",U Maryland,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
961,1978,1976-1980,"arnott, rj",Queen's U,Unknown,"   mackinnon, jg",Queen's U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,1977,1976-1980,"arrow, kj",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,1978,1976-1980,"bailey, mj",U Maryland,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,1977,1976-1980,"barro, rj",U of Rochester,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1002,1979,1976-1980,"barro, rj",U of Rochester,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1176,1980,1976-1980,"batra, rn",Southern Methodist U,Unknown,"   ramachandran, r",Southern Methodist U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
787,1977,1976-1980,"baumol, wj",Princeton,Unknown,"   bailey, ee",Bell Laboratories,Private,"   willig, rd",Bell Laboratories,Private,NA,NA,NA,NA,NA,NA
1089,1979,1976-1980,"baumol, wj",Princeton,Unknown,"   fischer, d",NYU,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,2006,2004-2008,"beaudry, paul",UBC,Unknown,"   portier, franck",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1042,1979,1976-1980,"bennett, ctf",U of Houston,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,1976,1976-1980,"berglas, e",U of Rochester,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,1977,1976-1980,"bergmann, br",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,2005,2004-2008,"besley, t",LSE,Unknown,"   ghatak, m",LSE,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,1978,1976-1980,"bilson, jfo",Northwestern,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1139,1980,1976-1980,"bird, rm",U Toronto,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,1976,1976-1980,"black, sw",Vanderbilt,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017,1979,1976-1980,"blanchard, oj",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,1977,1976-1980,"blejer, mi",ambiguous,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,1976,1976-1980,"boddy, r",American U,Unknown,"   crotty, jr",U Massachusetts,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,2006,2004-2008,"boisjoly, johanne","U of Quebec, Rimouski",Unknown,"   duncan, greg j.",Northwestern,Unknown,"   kremer, michael",Harvard,Economics,"   levy, dan m.",Harvard,Public Affairs,"   eccles, jacque",U Michigan,Other
975,1978,1976-1980,"boonekamp, cfj",UBC,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
983,1978,1976-1980,"borjas, gj",UC Santa Barbara,Unknown,"   goldberg, ms",U Chicago,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1160,1980,1976-1980,"boskin, mj",Stanford,Unknown,"   shoven, jb",Stanford,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,1976,1976-1980,"boskin, mj",Stanford,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,1977,1976-1980,"bowen, wg",Princeton,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
932,1978,1976-1980,"bowles, s",U Massachusetts,Unknown,"   gintis, h",U Massachusetts,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1957,1956-1960,"break, gf",U California,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,1977,1976-1980,"brunner, k",U of Rochester,Unknown,"   meltzer, ah",Carnegie-Mellon U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,1976,1976-1980,"bruno, m",Hebrew U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
987,1978,1976-1980,"bruton, hj",Williams College,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
934,1978,1976-1980,"buchanan, jm",Virginia Polytechnic Institute,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1190,1980,1976-1980,"burness, hs",U of New Mexico,Unknown,"   montgomery, wd",U.S. Department of Energy,Other government,"   quirk, jp",Caltech,Unknown,NA,NA,NA,NA,NA,NA
997,1979,1976-1980,"burness, hs",U of New Mexico,Unknown,"   quirk, jp",Caltech,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
981,1978,1976-1980,"capozza, dr",USC,Unknown,"   vanorder, r",Department of Housing and Urban Development,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,1979,1976-1980,"cargill, tf","U of Nevada, Reno",Unknown,"   meyer, ra",UC Berkeley,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,1977,1976-1980,"carlton, dw",U Chicago,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,2005,2004-2008,"cervellati, m",U of Bologna,Unknown,"   sunde, u",U of Bonn,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1146,1980,1976-1980,"chinloy, p",UBC,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,1980,1976-1980,"chipman, js",U Minnesota,Unknown,"   moore, jc",Purdue U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
951,1978,1976-1980,"chow, gc",Princeton,Unknown,"   megdal, sb",Princeton,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1090,1979,1976-1980,"christ, cf",Johns Hopkins U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,1976,1976-1980,"christiansen, j",Stanford,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,1977,1976-1980,"clague, c",U Maryland,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
831,1977,1976-1980,"clotfelter, ct",U Maryland,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,1977,1976-1980,"clower, rw",UCLA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1166,1980,1976-1980,"coen, rm",Northwestern,Unknown,"   hickman, bg",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,1979,1976-1980,"connolly, m",U of South Carolina,Unknown,"   dasilveira, jd","Federal U of Ceara, Brazil",Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1048,1979,1976-1980,"copes, p",Simon Fraser U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
971,1978,1976-1980,"craine, r",UC Berkeley,Unknown,"   havenner, a",NYU,Unknown,"   berry, j",Board of Governors of the Federal Reserve System,Fed,NA,NA,NA,NA,NA,NA
405,2007,2004-2008,"crawford, vincent p.",UC San Diego,Unknown,"   iriberri, nagore",U Pompeu Fabra,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1127,1980,1976-1980,"crotty, jr","U Massachusetts, Amherst",Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1051,1979,1976-1980,"crutchfield, ja",U of Washington,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1096,1979,1976-1980,"cukierman, a",Carnegie Mellon U,Unknown,"   wachtel, p",NYU,Business,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085,1979,1976-1980,"cukierman, a",Tel-Aviv U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,1977,1976-1980,"davis, le",Caltech,Unknown,"   huttenback, ra",Caltech,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1184,1980,1976-1980,"deaton, a",U of Bristol,Unknown,"   muellbauer, j",Birkbeck College,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,1977,1976-1980,"deaton, a",U of Bristol,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1094,1979,1976-1980,"der, w",Iowa State U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,1977,1976-1980,"devany, as",Texas A&M U,Unknown,"   saving, tr",Texas A&M U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,1976,1976-1980,"diewert, we",UBC,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1172,1980,1976-1980,"diewert, we",UBC,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,1977,1976-1980,"dorfman, r",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,1977,1976-1980,"dornbusch, r",MIT,Unknown,"   fischer, s",MIT,Unknown,"   samuelson, pa",MIT,Unknown,NA,NA,NA,NA,NA,NA
1235,1980,1976-1980,"dornbusch, r",MIT,Unknown,"   fischer, s",MIT,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,1976,1976-1980,"dudley, l",U Montreal,Unknown,"   montmarquette, c",U Montreal,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1193,1980,1976-1980,"duncan, gj",U Michigan,Unknown,"   stafford, fp",U Michigan,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1223,1980,1976-1980,"eaton, j",Princeton,Unknown,"   rosen, hs",Princeton U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,1977,1976-1980,"edelstein, m","CUNY, Queens College",Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,2006,2004-2008,"eeckhoudt, l",Catholic Faculties of Mons and Lille,Unknown,"   schlesinger, h",U Alabama,Business,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,2004,2004-2008,"engelmann, d",CERGE-EI (Czech Republic),Unknown,"   strobel, m",U of Maastricht ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,2008,2004-2008,"esteban, joan",Instituto de Analisis Economico (CSIC),Unknown,"   ray, debraj",NYU,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,2006,2004-2008,"falk, armin",U of Bonn,Unknown,"   kosfeld, michael",U of Zurich ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,1976,1976-1980,"feldstein, m",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,1978,1976-1980,"feldstein, m",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1162,1980,1976-1980,"feldstein, m",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,1977,1976-1980,"fels, r",Vanderbilt,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,1976,1976-1980,"ferejohn, ja",Caltech,Unknown,"   noll, rg",Caltech,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,1978,1976-1980,"findlay, r",Columbia,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035,1979,1976-1980,"findlay, r",Columbia,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178,1980,1976-1980,"findlay, r",Columbia U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,1978,1976-1980,"fiorina, mp",Caltech,Unknown,"   noll, rg",Caltech,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1145,1980,1976-1980,"fishlow, a",Yale,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1221,1980,1976-1980,"fogel, rw",Harvard,Unknown,"   engerman, sl",U of Rochester,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,2008,2004-2008,"fostel, ana",GWU,Unknown,"   geanakoplos, john",Yale,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1097,1979,1976-1980,"frankel, ja",UC Berkeley,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,1977,1976-1980,"franklin, sd",Yale,Unknown,"   smith, jd",The Urban Institute,Think tank,NA,NA,NA,NA,NA,NA,NA,NA,NA
1187,1980,1976-1980,"fraumeni, bm",Boston College,Unknown,"   jorgenson, dw",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,1978,1976-1980,"freeman, rb",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1198,1980,1976-1980,"frenkel, ja",U Chicago,Unknown,"   mussa, ml",U Chicago,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,1977,1976-1980,"frenkel, ja",U Chicago,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1130,1980,1976-1980,"friedman, bm",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,2008,2004-2008,"friedman, john n.",UC Berkeley,Unknown,"   holden, richard t.",Mit,Business,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,1977,1976-1980,"gallman, re",U of North Carolina – Chapel Hill,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,1979,1976-1980,"garcia, g",UC Berkeley,Unknown,"   pak, s",UC Berkeley,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,1979,1976-1980,"gardner, b",Texas A&M U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,1979,1976-1980,"gardner, r",Iowa State U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,1977,1976-1980,"gilbert, rj",UC Berkeley,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,1978,1976-1980,"grabowski, hg",Duke,Unknown,"   vernon, jm",Duke,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,1976,1976-1980,"gramlich, em",Cornell,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1034,1979,1976-1980,"gramlich, em",U Michigan,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,1977,1976-1980,"green, j",Harvard,Unknown,"   sheshinski, e",Hebrew U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,1976,1976-1980,"greenhut, ml",Texas A&M U,Unknown,"   ohta, h",Aoyama Gakuin U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1023,1979,1976-1980,"greenhut, ml",Texas A&M U,Unknown,"   ohta, h",Aoyama Gakuin U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,1978,1976-1980,"grether, dm",Caltech,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1191,1980,1976-1980,"griliches, z",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,1978,1976-1980,"grossbard, a",Occidental College,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,1976,1976-1980,"grossman, sj",NA,Unknown,"   stiglitz, je",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1202,1980,1976-1980,"grossman, sj",Upenn,Unknown,"   stiglitz, je",Princeton U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,1978,1976-1980,"guttman, jm",UCLA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1108,1979,1976-1980,"hall, re",Stanford,Unknown,"   lilien, dm",UC San Diego,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,1976,1976-1980,"hamilton, bw",Johns Hopkins U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,1979,1976-1980,"hanoch, g",Hebrew U,Unknown,"   fraenkel, m",Bank of Israel,Other central bank,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,1976,1976-1980,"hansen, rb",U of Nebraska-Lincoln,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,1980,1976-1980,"hansen, wl",U Wisconsin-Madison,Unknown,"   newburger, hb",Department of Housing and Urban Development,Other government,"   schroeder, fj",Board of Governors of the Federal Reserve System,Fed,"   stapleton, dc",UBC,Unknown,"   youngday, dj",Montana State U,Unknown
1236,1980,1976-1980,"hanson, ja",Brown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1189,1980,1976-1980,"harberger, ac",U Chicago,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
972,1978,1976-1980,"harkness, j",McMaster U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859,1978,1976-1980,"harris, m",Carnegie Mellon U,Unknown,"   raviv, a",Carnegie-Mellon U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,1978,1976-1980,"hartman, dg",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,1977,1976-1980,"hartwick, jm",Queen's U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,1978,1976-1980,"heckman, jj",U Chicago,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1224,1980,1976-1980,"helpman, e",Tel-Aviv U,Unknown,"   razin, a",Tel-Aviv U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,1980,1976-1980,"henderson, jv",Brown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1144,1980,1976-1980,"heston, a",Upenn,Unknown,"   summers, r",Upenn,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,1977,1976-1980,"higgs, r",U of Washington,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,1978,1976-1980,"hirshleifer, j",UCLA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,1977,1976-1980,"hollander, s",U Toronto,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,1978,1976-1980,"holt, cc","U Texas, Austin",Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,1977,1976-1980,"howitt, p",U of Western Ontario,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1003,1979,1976-1980,"howitt, p",U of Western Ontario,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,2008,2004-2008,"hussam, reshmaan n.",MIT,Unknown,"   porter, david",Chapman U ,Economics,"   smith, vernon l.",Chapman U,Economics,NA,NA,NA,NA,NA,NA
941,1978,1976-1980,"ihori, t",U of Tokyo,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,1979,1976-1980,"johnson, ge",U Michigan,Unknown,"   blakemore, a",Council on Wage and Price Stability ,Other government,NA,NA,NA,NA,NA,NA,NA,NA,NA
996,1979,1976-1980,"johnson, t",North Carolina State U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,1977,1976-1980,"katsenelinboigen, a",Upenn,Unknown,"   levine, hs",ambiguous,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,1978,1976-1980,"katz, e",U of London,Unknown,"   vanags, a",U of London,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1148,1980,1976-1980,"katznelson, i",U Chicago,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944,1978,1976-1980,"kenen, pb",Princeton,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,1977,1976-1980,"kesselman, jr",UBC,Unknown,"   williamson, sh",U Iowa,Unknown,"   berndt, er",UBC,Unknown,NA,NA,NA,NA,NA,NA
555,2008,2004-2008,"kimbrough, erik o.",George Mason University,Unknown,"   smith, vernon l.",Chapman U ,Economics,"   wilson, bart j.",Chapman U,Economics,NA,NA,NA,NA,NA,NA
1179,1980,1976-1980,"kindleberger, cp",MIT,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
986,1978,1976-1980,"klein, lr",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,1976,1976-1980,"knight, ke","U Texas, Austin",Unknown,"   dorsey, t","U Texas, Austin",Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,1979,1976-1980,"koo, ayc",Michigan State U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,1977,1976-1980,"koopmans, tc",Yale,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
993,1979,1976-1980,"koopmans, tc",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,1979,1976-1980,"kotlikoff, lj",UCLA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1177,1980,1976-1980,"krueger, ao",U Minnesota,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,2006,2004-2008,"krueger, d",Goethe U Frankfurt,Unknown,"   kubler, f",U of Mannheim ,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,1980,1976-1980,"krugman, p",ambiguous,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,1978,1976-1980,"kurz, m",Stanford,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
966,1978,1976-1980,"kuska, ea",LSE,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,1977,1976-1980,"laibman, d","CUNY, Brooklyn College",Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,1976,1976-1980,"laidler, d",U of Western Ontario,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1958,1956-1960,"lanzillotti, rf",State College Washington,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
962,1978,1976-1980,"lapan, h",Iowa State U,Unknown,"   enders, w",Iowa State U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,1979,1976-1980,"lazear, e",U Chicago,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1142,1980,1976-1980,"lazear, ep",U Chicago,Unknown,"   michael, rt",Stanford,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1164,1980,1976-1980,"lazear, ep",U Chicago,Unknown,"   michael, rt",NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
1226,1980,1976-1980,"lee, lw",Wayne State U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,1978,1976-1980,"leibenstein, h",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,1978,1976-1980,"leibenstein, h",Harvard,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,1976,1976-1980,"leibowitz, a",Brown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,1977,1976-1980,"lerner, ap",CUNY,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
985,1978,1976-1980,"leroy, sf",UC Santa Barbara,Unknown,"   lindsey, de",Board of the Federal Reserve System,Fed,NA,NA,NA,NA,NA,NA,NA,NA,NA
965,1978,1976-1980,"levy, h",Hebrew U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,1980,1976-1980,"lewis, wa",Princeton,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
931,1978,1976-1980,"lucas, re",U Chicago,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
808,1977,1976-1980,"lucas, reb",Boston U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,1976,1976-1980,"luria, d","U Massachusetts, Amherst",Unknown,"   macewan, a",U Massachusetts,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,1978,1976-1980,"maccini, lj",Johns Hopkins U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,1978,1976-1980,"marschak, ta",UC Berkeley,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,2004,2004-2008,"maskin, e",Princeton,Unknown,"   tirole, j",Toulouse,Economics,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,2008,2004-2008,"maskin, eric s.",Princeton,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,1977,1976-1980,"mccain, ra",Temple U,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,1977,1976-1980,"mcculloch, r",Harvard,Unknown,"   pinera, j",Catholic U of Chile,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,1977,1976-1980,"melo, japd",Georgetown,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,1980,1976-1980,"menezes, c",ambiguous,Unknown,"   geiss, c",ambiguous,Unknown,"   tressler, j",U of Waikato (New Zealand),Unknown,NA,NA,NA,NA,NA,NA
