UniqueID;JOURNAL;YEAR;AUT1;AFFIL_AUT1;PHD_AUT1;AUT2;AFFIL_AUT2;PHD_AUT2;AUT3;AFFIL_AUT3;PHD_AUT3;AUT4;AFFIL_AUT4;PHD_AUT4;AUT5;AFFIL_AUT5;PHD_AUT5;AUT6;AFFIL_AUT6;PHD_AUT6;AUT7;AFFIL_AUT7;PHD_AUT7;AUT8;AFFIL_AUT8;PHD_AUT8
355;JOURNAL OF POLITICAL ECONOMY;2004;ryoo, jw;Kookmin University;University of Chicago;rosen, s;University of Chicago;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
356;JOURNAL OF POLITICAL ECONOMY;2004;macdonald, g;Washington University, St. Louis;University of Rochester;weisbach, ms;University of Illinois;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
357;JOURNAL OF POLITICAL ECONOMY;2004;sethi, r;Barnard College;The New School, New York;somanathan, r;University of Michigan;Boston University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
358;JOURNAL OF POLITICAL ECONOMY;2004;klette, tj;University of Oslo;University of Oslo;kortum, s;University of Minnesota;Yale University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
359;JOURNAL OF POLITICAL ECONOMY;2004;alvarez, f;University of Chicago;University of Minnesota;jermann, uj;University of Pennsylvania;Graduate Institute of International Studies;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
360;JOURNAL OF POLITICAL ECONOMY;2004;rogers, ca;Georgetown University;Princeton University;swinnerton, ka;US Department of Labor;Georgetown University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
361;JOURNAL OF POLITICAL ECONOMY;2004;gerber, er;University of Michigan;University of Michigan;lewis, jb;University of California, Los Angeles;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
362;JOURNAL OF POLITICAL ECONOMY;2004;cole, hl;University of California, Los Angeles;University of Rochester;ohanian, le;University of California, Los Angeles;University of Rochester;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
363;JOURNAL OF POLITICAL ECONOMY;2004;thaler, rh;University of Chicago;University of Rochester;benartzi, s;University of California, Los Angeles;Cornell University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
364;JOURNAL OF POLITICAL ECONOMY;2004;li, h;University of Toronto;University of Chicago;suen, w;University of Hong Kong;University of Washington;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
365;JOURNAL OF POLITICAL ECONOMY;2004;benabou, r;Princeton University;Massachusetts Institute of Technology;tirole, j;University of Toulouse;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
366;JOURNAL OF POLITICAL ECONOMY;2004;hess, gd;Claremont McKenna College;Johns Hopkins University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
367;JOURNAL OF POLITICAL ECONOMY;2004;grossman, gm;Princeton University;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
368;JOURNAL OF POLITICAL ECONOMY;2004;lazear, ep;Stanford University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
369;JOURNAL OF POLITICAL ECONOMY;2004;syverson, c;University of Chicago;University of Maryland;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
370;JOURNAL OF POLITICAL ECONOMY;2004;lucas, re;University of Chicago;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
371;JOURNAL OF POLITICAL ECONOMY;2004;neal, d;University of Chicago;University of Virginia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
372;JOURNAL OF POLITICAL ECONOMY;2004;gelbach, jb;University of Maryland;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
373;JOURNAL OF POLITICAL ECONOMY;2004;list, ja;University of Maryland;University of Wyoming;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
374;JOURNAL OF POLITICAL ECONOMY;2004;gilligan, tw;University of Southern California;Washington University, St. Louis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
375;JOURNAL OF POLITICAL ECONOMY;2004;welch, i;Yale University;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
376;JOURNAL OF POLITICAL ECONOMY;2004;demange, g;Paris School of Economics;Paris IX;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
377;JOURNAL OF POLITICAL ECONOMY;2005;goeree, jk;California Institute of Technology;University of Amsterdam;maasland, e;Erasmus University Rotterdam;Tilburg University;onderstal, s;University of Amsterdam;Tilburg University;turner, jl;University of Georgia;University of Virginia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
378;JOURNAL OF POLITICAL ECONOMY;2005;christiano, lj;Northwestern University;Columbia University;eichenbaum, m;Northwestern University;University of Minnesota;evans, cl;Federal Reserve Bank of Chicago;Carnegie Mellon University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
379;JOURNAL OF POLITICAL ECONOMY;2005;becker, gs;University of Chicago;University of Chicago;murphy, km;University of Chicago;University of Chicago;werning, in;Massachusetts Institute of Technology;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
380;JOURNAL OF POLITICAL ECONOMY;2005;burstein, a;University of California, Los Angeles;Northwestern University;eichenbaum, m;Northwestern University;University of Minnesota;rebelo, s;Northwestern University;University of Rochester;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
381;JOURNAL OF POLITICAL ECONOMY;2005;altonji, jg;Yale University;Princeton University;elder, te;University of Illinois at Urbana-Champaign;Northwestern University;taber, cr;Northwestern University;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
382;JOURNAL OF POLITICAL ECONOMY;2005;guiso, l;Universitá di Sassari;University of Essex;pistaferri, l;Stanford University;University College London;schivardi, f;Bank of Italy;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
383;JOURNAL OF POLITICAL ECONOMY;2005;gertler, p;University of California, Berkeley;University of Wisconsin-Madison;shah, m;University of California, Berkeley;University of California, Berkeley;bertozzi, sm;Instituto Nacional de Salud Publica;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
384;JOURNAL OF POLITICAL ECONOMY;2005;galiani, s;Universidad de San Andres;University of Oxford;gertler, p;University of California, Berkeley;University of Wisconsin-Madison;schargrodsky, e;Universidad Torcuato Di Tella;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
385;JOURNAL OF POLITICAL ECONOMY;2005;blundell, r;University College London;London School of Economics;chiappori, pa;Columbia University;Universite de Paris I;meghir, c;University College London;University of Manchester;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
386;JOURNAL OF POLITICAL ECONOMY;2005;pries, m;University of Maryland;Stanford University;rogerson, r;Arizona State University;University of Minnesota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
387;JOURNAL OF POLITICAL ECONOMY;2005;gollier, c;University of Toulouse;University of Leuven;zeckhauser, r;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
388;JOURNAL OF POLITICAL ECONOMY;2005;acemoglu, d;Massachusetts Institute of Technology;London School of Economics;johnson, s;Massachusetts Institute of Technology;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
389;JOURNAL OF POLITICAL ECONOMY;2005;chay, ky;University of California, Berkeley;Princeton University;greenstone, m;Massachusetts Institute of Technology;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
390;JOURNAL OF POLITICAL ECONOMY;2005;parker, ja;Princeton University;Massachusetts Institute of Technology;julliard, c;Princeton University;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
391;JOURNAL OF POLITICAL ECONOMY;2005;bajari, p;University of Michigan;University of Minnesota;benkard, cl;Stanford University;Yale University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
392;JOURNAL OF POLITICAL ECONOMY;2005;aguiar, m;Federal Reserve Bank of Boston;Massachusetts Institute of Technology;hurst, e;University of Chicago;University of Michigan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
393;JOURNAL OF POLITICAL ECONOMY;2005;bajari, p;University of Michigan;University of Minnesota;hortacsu, a;University of Chicago;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
394;JOURNAL OF POLITICAL ECONOMY;2005;atkeson, a;University of California, Los Angeles;Stanford University;kehoe, pj;University of Minnesota;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
395;JOURNAL OF POLITICAL ECONOMY;2005;nishiyama, s;Georgia State University;University of Pennsylvania;smetters, k;University of Pennsylvania;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
396;JOURNAL OF POLITICAL ECONOMY;2005;glaeser, el;Harvard University;University of Chicago;gyourko, j;University of Pennsylvania;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
397;JOURNAL OF POLITICAL ECONOMY;2005;lagos, r;New York University;University of Pennsylvania;wright, r;University of Pennsylvania;University of Minnesota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
398;JOURNAL OF POLITICAL ECONOMY;2005;engel, c;University of Wisconsin-Madison;University of California, Berkeley;west, kd;University of Wisconsin-Madison;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
399;JOURNAL OF POLITICAL ECONOMY;2005;li, w;University of Virginia;University of Michigan;yang, dt;Virginia Polytechnic Institute;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
400;JOURNAL OF POLITICAL ECONOMY;2005;rob, r;University of Pennsylvania;University of California, Los Angeles;fishman, a;Bar Ilan University;University of Pennsylvania;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
401;JOURNAL OF POLITICAL ECONOMY;2005;gomes, a;University of Pennsylvania;Harvard University;jehiel, p;Paris School of Economics;Ecole des Hautes Etudes en Sciences Sociales (EHESS);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
402;JOURNAL OF POLITICAL ECONOMY;2005;chiquiar, d;Bank of Mexico;University of California, San Diego;hanson, gh;University of California, San Diego;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
403;JOURNAL OF POLITICAL ECONOMY;2005;hart, o;Harvard University;Princeton University;moore, j;University of Edinburgh;London School of Economics;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
404;JOURNAL OF POLITICAL ECONOMY;2005;dewatripont, m;Universite Libre de Bruxelles;Harvard University;tirole, j;University of Toulouse;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
405;JOURNAL OF POLITICAL ECONOMY;2005;wennerlind, c;Barnard College;University of Texas, Austin;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
406;JOURNAL OF POLITICAL ECONOMY;2005;schmitz, ja;Federal Reserve Bank of Minneapolis;University of Minnesota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
407;JOURNAL OF POLITICAL ECONOMY;2005;oster, e;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;JOURNAL OF POLITICAL ECONOMY;2005;callander, s;Northwestern University;California Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
409;JOURNAL OF POLITICAL ECONOMY;2005;wolinsky, a;Northwestern University;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
410;JOURNAL OF POLITICAL ECONOMY;2005;farber, hs;Princeton University;Princeton University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;JOURNAL OF POLITICAL ECONOMY;2005;tertilt, m;Stanford University;University of Minnesota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;JOURNAL OF POLITICAL ECONOMY;2005;clark, g;University of California, Davis;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
413;JOURNAL OF POLITICAL ECONOMY;2005;shimer, r;University of Chicago;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
414;JOURNAL OF POLITICAL ECONOMY;2005;piazzesi, m;University of Chicago;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;JOURNAL OF POLITICAL ECONOMY;2005;holmes, tj;University of Minnesota;Northwestern University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;JOURNAL OF POLITICAL ECONOMY;2005;da costa, ce;Getulio Vargas Foundation Graduate School of Economics;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
417;JOURNAL OF POLITICAL ECONOMY;2005;de garidel-thoron, t;University College London;Ecole des Hautes Etudes en Sciences Sociales (EHESS);NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;JOURNAL OF POLITICAL ECONOMY;2005;teulings, cn;University of Amsterdam;University of Amsterdam;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
419;JOURNAL OF POLITICAL ECONOMY;2006;becker, gs;University of Chicago;University of Chicago;murphy, km;University of Chicago;University of Chicago;grossman, m;City University of New York;Columbia University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
420;JOURNAL OF POLITICAL ECONOMY;2006;angeletos, gm;Massachusetts Institute of Technology;Harvard University;hellwig, c;University of California, Los Angeles;London School of Economics;pavan, a;Northwestern University;University of Toulouse;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
421;JOURNAL OF POLITICAL ECONOMY;2006;hopenhayn, hugo;University of California, Los Angeles;University of Minnesota;llobet, gerard;Centro de Estudios Monetarios y Financieros (CEMFI);University of Rochester;mitchell, matthew;University of Iowa;University of Rochester;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
422;JOURNAL OF POLITICAL ECONOMY;2006;chen, mk;Yale University;Harvard University;lakshminarayanan, v;Yale University;Yale University;santos, lr;Yale University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
423;JOURNAL OF POLITICAL ECONOMY;2006;brown, jd;Heriot-Watt University;University of Michigan;earle, js;Central European University (CEU);Stanford University;telegdy, a;Central European University (CEU);Budapest University of Economic Sciences;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
424;JOURNAL OF POLITICAL ECONOMY;2006;goyal, s;University of Essex;Cornell University;van der leij, mj;Erasmus University Rotterdam;Erasmus University Rotterdam;moraga-gonzalez, jl;Erasmus University Rotterdam;Universidad Carlos III de Madrid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
425;JOURNAL OF POLITICAL ECONOMY;2006;qian, yy;University of California, Berkeley;Harvard University;roland, g;University of California, Berkeley;Universite Libre de Bruxelles;xu, cg;London School of Economics;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
426;JOURNAL OF POLITICAL ECONOMY;2006;paulson, al;Federal Reserve Bank of Chicago;University of Chicago;townsend, rm;University of Chicago;University of Minnesota;karaivanov, a;Simon Fraser University;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
427;JOURNAL OF POLITICAL ECONOMY;2006;scholz, john karl;University of Wisconsin-Madison;Stanford University;seshadri, ananth;University of Wisconsin-Madison;University of Rochester;khitatrakun, surachai;Urban Institute;University of Wisconsin-Madison;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
428;JOURNAL OF POLITICAL ECONOMY;2006;kuziemko, ilyana;Harvard University;Harvard University;werker, eric;Harvard University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
429;JOURNAL OF POLITICAL ECONOMY;2006;golosov, m;Massachusetts Institute of Technology;University of Minnesota;tsyvinski, a;Harvard University;University of Minnesota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
430;JOURNAL OF POLITICAL ECONOMY;2006;doepke, matthias;University of California, Los Angeles;University of Chicago;schneider, martin;New York University;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
431;JOURNAL OF POLITICAL ECONOMY;2006;barbera, s;Universitat Autonoma de Barcelona;Northwestern University;jackson, mo;California Institute of Technology;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
432;JOURNAL OF POLITICAL ECONOMY;2006;demarzo, peter m.;Stanford University;Stanford University;urosevic, branko;University of Belgrade;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
433;JOURNAL OF POLITICAL ECONOMY;2006;prescott, edward simpson;Federal Reserve Bank of Richmond;University of Chicago;townsend, robert m.;University of Chicago;University of Minnesota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
434;JOURNAL OF POLITICAL ECONOMY;2006;murphy, kevin m.;University of Chicago;University of Chicago;topel, robert h.;University of Chicago;University of California, Los Angeles;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
435;JOURNAL OF POLITICAL ECONOMY;2006;dessein, wouter;University of Chicago;University of Toulouse;santos, tano;Columbia University;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
436;JOURNAL OF POLITICAL ECONOMY;2006;gentzkow, m;University of Chicago;Harvard University;shapiro, jm;University of Chicago;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
437;JOURNAL OF POLITICAL ECONOMY;2006;cagetti, marco;Board of Governors of The Federal Reserve;University of Chicago;de nardi, mariacristina;University of Minnesota;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
438;JOURNAL OF POLITICAL ECONOMY;2006;chan, tat y.;Washington University, St. Louis;Yale University;hamilton, barton h.;Washington University, St. Louis;Stanford University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
439;JOURNAL OF POLITICAL ECONOMY;2006;michelacci, claudio;Center for Monetary and Financial Studies, Madrid;London School of Economics;suarez, javier;Center for Monetary and Financial Studies, Madrid;Universidad Carlos III de Madrid;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
440;JOURNAL OF POLITICAL ECONOMY;2006;bergemann, dirk;Yale University;University of Pennsylvania;valimaki, juuso;Helsinki School of Economics;University of Pennsylvania;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
441;JOURNAL OF POLITICAL ECONOMY;2006;edlin, aaron s.;University of California, Berkeley;Stanford University;karaca-mandic, pinar;RAND corporation;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
442;JOURNAL OF POLITICAL ECONOMY;2006;bisin, a;New York University;University of Chicago;gottardi, p;Universita di Venezia;University of Cambridge;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
443;JOURNAL OF POLITICAL ECONOMY;2006;perotti, ec;University of Amsterdam;Massachusetts Institute of Technology;von thadden, el;University of Mannheim;University of Bonn;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
444;JOURNAL OF POLITICAL ECONOMY;2006;choo, e;University of Toronto;Yale University;siow, a;University of Toronto;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
445;JOURNAL OF POLITICAL ECONOMY;2006;sanderson, ar;University of Chicago;University of Chicago;siegfried, jj;Vanderbilt University;University of Wisconsin-Madison;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
446;JOURNAL OF POLITICAL ECONOMY;2006;almond, douglas;Columbia University;University of California, Berkeley;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
447;JOURNAL OF POLITICAL ECONOMY;2006;pop-eleches, cristian;Columbia University;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
448;JOURNAL OF POLITICAL ECONOMY;2006;jeske, k;Federal Reserve Bank of Atlanta;University of Minnesota;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
449;JOURNAL OF POLITICAL ECONOMY;2006;fisher, jdm;Federal Reserve Bank of Chicago;Northwestern University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
450;JOURNAL OF POLITICAL ECONOMY;2006;jayachandran, s;University of California, Berkeley;Harvard University;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
451;JOURNAL OF POLITICAL ECONOMY;2006;romer, d;University of California, Berkeley;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
452;JOURNAL OF POLITICAL ECONOMY;2006;kotchen, matthew j.;University of California, Santa Barbara;University of Michigan;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
453;JOURNAL OF POLITICAL ECONOMY;2006;malani, a;University of Virginia;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
454;JOURNAL OF POLITICAL ECONOMY;2006;list, ja;University of Chicago;University of Wyoming;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
455;JOURNAL OF POLITICAL ECONOMY;2006;smith, lones;University of Michigan;University of Chicago;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
456;JOURNAL OF POLITICAL ECONOMY;2007;avery, rosemary;Cornell University;Ohio State University;kenkel, donald;Cornell University;University of Chicago;lillard, dean r.;Cornell University;University of Chicago;mathios, alan;Cornell University;University of Pennsylvania;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
457;JOURNAL OF POLITICAL ECONOMY;2007;agarwal, sumit;Federal Reserve Bank of Chicago;University of Wisconsin-Madison;liu, chunlin;University of Nevada, Reno;University of Rhode Island;souleles, nicholas s.;University of Pennsylvania;Massachusetts Institute of Technology;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
